sponsorid,id,Birthdate,Outcome,OutcomeSubtype,AnimalType,Color,Weight,Location
f3efe695aa2a,2e04eb4c908233,03/01/2015,Transfer,Partner,Dog,Tan/Black,45.0,Houston
3d3822bbb914,c916b3ad8a2526,12/23/2014,Return to Owner,,Dog,White/Black,19.0,Houston
8686b07fe6c6,dd6adb69c5305b,04/19/2016,Return to Owner,,Cat,Orange Tabby,4.0,Houston
06bf52093254,72a706c225e817,04/18/2015,Transfer,Partner,Cat,Brown Tabby,6.0,Austin
f057f3b6c2ec,0762e1f1a00b51,05/18/2015,Adoption,,Dog,Brown/White,11.0,San Antonio
2b4a175f5442,22e28a6957cd78,03/31/2012,Return to Owner,,Dog,Tan,48.0,San Antonio
e2c18a09c05d,eac0a629a38269,08/26/2017,Transfer,Partner,Cat,Lynx Point,6.0,Houston
19d77646b897,91eeb558f88272,07/15/2013,Transfer,Partner,Cat,Black,6.0,Houston
c3dd63370192,b89f7457cac7d0,05/04/2015,Transfer,Partner,Cat,Orange Tabby,7.0,San Antonio
88084c57d090,061a2cbeb6ee8c,07/07/2014,Adoption,,Cat,Orange Tabby,7.0,Austin
37150ee59441,07f63c93d83e52,07/21/2009,Transfer,Partner,Dog,White/Brown Brindle,12.0,Dallas
0f25c56e0495,62e76619007ca6,04/05/2017,Adoption,Foster,Dog,White,40.0,Austin
65e9799c2d9d,c21e72ea93f1aa,01/11/2012,Adoption,,Dog,Brown Brindle/White,8.0,Houston
6a631bf5bb6b,ebfb72f0095ec8,05/25/2018,Transfer,Partner,Dog,Brown/White,3.0,Austin
b658168b0ef1,177d47a49db66f,08/22/2013,Transfer,Partner,Dog,Blue/Tan,21.0,Austin
0f84b4031c9b,99da457b4503bb,11/06/2018,Adoption,,Dog,Black/Brown,32.0,Austin
bc66cd01268d,38ed3793b3a34a,05/13/2016,Adoption,Foster,Cat,Black,4.0,Dallas
7b924b2d8443,8aa696f480f073,05/05/2015,Adoption,,Dog,Black,27.0,Houston
6fc00bbd2a2e,7fb91d8129c4d2,03/26/2014,Adoption,,Cat,Brown Tabby/White,3.0,Fort Worth
1b6d2ec9008d,3ba8e6b95ac990,08/29/2013,Adoption,,Dog,Red Tick/Brown Merle,29.0,Austin
2dcb7e3526c7,30276912e59f43,05/06/2014,Transfer,Partner,Cat,Brown Tabby,6.0,Houston
b226ea942712,a14b919d0ddb2a,12/19/2014,Adoption,,Dog,White/Brown,45.0,Austin
454292377937,e11a88c8d8cdb4,09/02/2016,Adoption,,Dog,Black/Brown,33.0,Austin
0c2b8ad4feb8,8cc910f6a85f8b,11/18/2019,Adoption,,Cat,Black/White,9.0,Houston
51f41ed66f29,fddb46dc53663b,09/14/2015,Return to Owner,,Dog,Red,38.0,Houston
aeeed7346d69,80236ff39e549c,08/03/2017,Adoption,,Dog,Brown/White,11.0,Dallas
93d03153b5f5,78e180012ce395,04/16/2019,Adoption,,Dog,Tricolor,46.0,Dallas
8e292ba82559,38d1a918e8e287,10/18/2014,Transfer,SCRP,Cat,Orange Tabby,4.0,Austin
a7003b88bdc5,f772ea299a644a,11/24/2017,Adoption,,Bird,Blue,1.06,Fort Worth
145480c71f02,385e8b356af024,12/11/2018,Adoption,,Dog,Blue/White,47.0,Austin
c222f4d42bfe,ae3326ddf6c188,11/24/2015,Adoption,,Dog,Black/White,32.0,Dallas
fdddd47b3ad5,3ea9267d6cbefb,06/11/1997,Euthanasia,Suffering,Cat,Blue/White,3.0,Dallas
bf788e667837,27f281f578d91e,07/02/2013,Return to Owner,,Dog,Red/Black,3.0,Austin
240433b99a32,e6a37909e934a5,04/30/2017,Adoption,Foster,Cat,Brown Tabby/White,10.0,San Antonio
d9749aa4edd9,4584bac7aa1d71,03/02/2019,Adoption,Foster,Cat,Black/White,3.0,Houston
4810c97ef88a,4ac5969e6c1f99,08/21/2018,Transfer,Snr,Cat,Orange Tabby,3.0,Austin
2a397b1754c8,4cc42303ce646e,02/28/2017,Return to Owner,,Dog,White/Brown,27.0,Fort Worth
d76ee771be36,22693399b86cdc,12/31/2010,Adoption,,Cat,White,10.0,Austin
c9ddf3a1fcd0,b9050c93bbfe3a,01/22/2013,Adoption,,Dog,Tan/White,44.0,Houston
005bc554e98f,b58e6a0462dc7d,05/04/2015,Adoption,,Cat,Brown Tabby,6.0,San Antonio
a928aa43c631,c8ad133bb8aeb5,05/21/2013,Adoption,,Dog,Red/White,7.0,Austin
3a58ad1790aa,955e026d867721,03/24/2020,Adoption,,Cat,Brown Tabby/White,6.0,Fort Worth
034213e2bc53,faa698bd0f11b9,04/11/2011,Adoption,,Dog,Black,18.0,Austin
87666ad92583,135a9c0b9b240d,10/03/2015,Adoption,,Cat,Tortie,4.0,Houston
a3d406ea5f79,ff0863d60d99e4,04/13/2009,Euthanasia,Suffering,Cat,Blue,4.0,San Antonio
01aea07ad3ca,e05477f93f0082,04/15/2016,Adoption,,Dog,Brown Brindle,10.0,Dallas
3ad3e0778952,f5b4b7a5086bbd,01/11/2019,Adoption,,Cat,Brown Tabby/White,8.0,Dallas
74a8ae823998,07edb0e2e73669,06/08/2014,Transfer,SCRP,Cat,Brown Tabby/White,9.0,Dallas
cc60582b2643,3c3c2b4a257ce2,05/26/2018,Transfer,Partner,Dog,Tan,40.0,San Antonio
32f75f4ff3a8,a3870952a9533f,06/18/2015,Transfer,Partner,Cat,White/Brown Tabby,7.0,Austin
f6e900ea6502,3efc513f120337,07/12/2019,Adoption,,Dog,Tan/Black,22.0,Dallas
b6bfdea42823,5e228eedcc2828,02/23/2015,Adoption,,Dog,Tricolor,34.0,Dallas
ca5503b9a6dd,e520518984cdfc,11/07/2010,Return to Owner,,Dog,Brown,40.0,San Antonio
eee37424b870,5e8aea7c131d53,09/08/2012,Return to Owner,,Dog,White/Black,32.0,San Antonio
15075119442c,800b8e273f8be4,10/11/2016,Adoption,,Cat,Blue/White,3.0,Houston
d87cbde58a9f,a77af8092504cd,04/13/2017,Transfer,Partner,Cat,Brown Tabby/White,5.0,San Antonio
bd1513f13987,b07d58524a32f9,05/18/2015,Transfer,Partner,Cat,Seal Point,9.0,Austin
219e8c54d64f,2979344ab5d8bd,04/25/2007,Return to Owner,,Dog,Black/White,22.0,San Antonio
5a5c75ef1a9a,199b222796f8ed,12/11/2013,Adoption,,Dog,Brown/White,38.0,Fort Worth
6.99996933E+97,bcd71629226d35,06/03/2015,Return to Owner,,Cat,Blue/White,4.0,Austin
f2bf84227a80,46678b6cf32fc8,12/14/2013,Transfer,Partner,Dog,Brown/White,6.0,Houston
104487ffa827,7e272932a4782e,03/07/2018,Adoption,,Dog,Brown/White,37.0,Austin
6ea47f9c2e7a,4ffab28e04d944,02/21/2019,Transfer,Partner,Dog,White,3.0,Houston
b45d6a2c7c26,8ee0e1283872fa,03/31/2017,Adoption,,Dog,White/Black,48.0,Fort Worth
12b00f0939d5,7ed4bf879dce81,12/04/2019,Adoption,,Dog,Brown/Black,13.0,San Antonio
b30ece1bef7b,373421d8f2eac7,10/25/2015,Adoption,,Cat,Black,5.0,San Antonio
7d1e53cb6a50,755701c286f13f,01/04/2020,Adoption,,Dog,White/Black,28.0,Austin
18b61e580162,ceb2b2385102c2,08/05/2017,Return to Owner,,Dog,Brown/White,33.0,Houston
19389f8ca5d3,e0dafdaab176cb,08/03/2010,Died,,Dog,Brown Brindle,44.0,Austin
9472d4f9b43f,2aa0dab2802e84,03/25/2015,Transfer,Partner,Cat,Tortie,8.0,San Antonio
16b12a7bb847,1ed9c39d72c87b,01/02/2018,Transfer,Partner,Dog,Brown Brindle/White,27.0,Fort Worth
acf3a6d8d174,0d6e1aa1df9387,09/25/2011,Transfer,Partner,Dog,Tan,18.0,Austin
292a472bccd7,2dd7156a2eb35f,12/14/2015,Adoption,,Dog,Tan/White,29.0,San Antonio
eaf277a6f236,cfb9fc4bdf3ef0,01/15/2016,Adoption,,Dog,Brown Brindle/White,33.0,San Antonio
c6e23d8eb660,e4cd2923b403a0,06/08/2019,Adoption,,Dog,Blue/White,28.0,Austin
0fc031fd1dd1,dd9b6578f16391,01/20/2011,Euthanasia,At Vet,Cat,Orange Tabby,9.0,Austin
076b6ed8d3fc,e4f5b7b4b397ce,08/30/2016,Transfer,Partner,Dog,Tricolor,36.0,Houston
aa3ea1b320e7,686f8e89556818,03/11/2009,Adoption,,Dog,Brown/White,46.0,Dallas
e907a7bed34f,18660835c36d82,09/28/2009,Adoption,,Dog,Tan/White,32.0,Fort Worth
293c377c23cc,48747a10d2b41f,03/19/2015,Adoption,,Dog,Yellow/White,15.0,Houston
dd199a7bd73a,2237be49b043e2,01/04/2017,Transfer,Partner,Dog,Tricolor,44.0,Fort Worth
37bad3261f54,a9704c314f5688,05/11/2015,Adoption,,Cat,Black Smoke,6.0,Austin
c7545fe63ebb,950f9dd745f20c,03/09/2011,Adoption,,Dog,Gray/Cream,47.0,Dallas
2e272cb64a81,a391cb150bd211,02/05/2017,Adoption,,Dog,Brown,43.0,Houston
1c90d6bc047b,2e4dcfa19dca89,04/12/2012,Adoption,,Dog,Black/White,12.0,Austin
c4620450b946,f44244c4921139,05/14/2019,Transfer,Partner,Cat,Orange Tabby,7.0,Dallas
34352199273c,d2dcc91431dbd4,02/03/2020,Adoption,Foster,Dog,Brown,17.0,Houston
346f365fdf35,da50044f9aff81,06/18/2009,Adoption,Foster,Dog,Tan,25.0,Fort Worth
4582188d040c,091b3f2f21cd23,10/25/2018,Transfer,Partner,Dog,White/Black,12.0,San Antonio
cf7427a6e1d9,fae47fb0c18166,01/09/2013,Adoption,Offsite,Dog,White/Red,27.0,Houston
3f124cb4ca2a,1ec8397e035bc1,04/04/2019,Transfer,Partner,Cat,Black,10.0,Austin
6f96773438b7,e4dddd20940501,04/04/2019,Return to Owner,,Dog,Brown Brindle/White,28.0,Fort Worth
2be5b4b4818a,589fc82b691ead,08/17/2017,Adoption,Foster,Dog,Black,31.0,Houston
194d6e564a35,9e7bd9acb3b0fc,06/22/2010,Return to Owner,,Dog,White/Black,13.0,Austin
30405314e7a3,316aa11f11433d,05/03/2014,Transfer,Partner,Cat,Black/White,9.0,Houston
2a46693c0ce7,8c45ae4edb95c4,04/05/2019,Transfer,Partner,Cat,Blue/White,8.0,San Antonio
28f496db02af,343bd3376c5112,08/25/2018,Adoption,,Dog,Brown Brindle/White,29.0,Houston
29107b2c514a,b0385ba46d1e41,08/04/2013,Adoption,,Dog,White,11.0,Austin
d4bb92ff8f33,ef7b63cd7dd05c,10/08/2000,Euthanasia,Suffering,Cat,Gray Tabby/White,7.0,San Antonio
b29e2e883e35,0bfa76c1ebb2ac,06/08/2010,Return to Owner,,Dog,Brown,4.0,Fort Worth
967212e9d248,1118c156204474,05/13/2017,Adoption,,Dog,Brown Brindle/White,27.0,San Antonio
b609fb593f8a,8d3e173fbbcac5,01/25/2010,Transfer,Partner,Dog,Black/Brown,12.0,Houston
d9af87eeb3c1,dfe8dc08837c98,10/12/2013,Adoption,,Dog,White/Brown Brindle,10.0,Austin
8e29319e3de8,a296b044a5e624,08/11/2011,Transfer,Partner,Dog,Brown Merle/White,49.0,Fort Worth
3f53c3424c24,ebedce1daf3147,07/14/2017,Transfer,Partner,Dog,White,10.0,San Antonio
5e5d22b3fa6d,9c44e2aae4595d,04/17/2021,Transfer,Partner,Cat,Gray,10.0,Fort Worth
6e0ffcb3b622,ac20a498301935,03/18/2018,Adoption,,Dog,Red,21.0,Houston
1cc3e0da495b,165cde29d4ec2e,06/25/2019,Transfer,Partner,Cat,Orange Tabby,10.0,Austin
afaf7b23f5db,46cf9904e796c0,08/11/2013,Transfer,Partner,Cat,Black/White,3.0,Austin
da1a82b223db,a5289e9e9f1479,04/13/2015,Transfer,Partner,Cat,Blue Tabby,2.0,San Antonio
0298ef9724c3,e9911170020c4a,11/04/2015,Transfer,Partner,Dog,Black/White,24.0,Dallas
86908312181,a6e9c4f5ffb80b,07/29/2017,Transfer,Partner,Cat,White/Silver Tabby,8.0,Austin
f05308412e3e,783ae2ad4b0d7a,11/04/2014,Transfer,Partner,Dog,Black,38.0,Dallas
3a1d4a5114a2,aa9ce4333c6017,05/12/2016,Transfer,Partner,Cat,Blue Tabby/White,2.0,Austin
77bc3f0f92cb,e7c3491a8004d6,12/10/2016,Adoption,,Dog,Blue/White,17.0,Austin
2c721f9a104d,0f51a8f38ddbda,11/05/2006,Adoption,Foster,Cat,Brown Tabby,6.0,Austin
658ee6c1369b,384feae176687c,03/03/2017,Adoption,,Dog,Black/Brown,24.0,San Antonio
662426fed862,bb9b84aa496fd4,10/10/1999,Return to Owner,,Dog,Brown,32.0,San Antonio
0133c41f4b7f,5fcfcc6e04f66c,05/26/2017,Adoption,,Cat,Orange Tabby/White,9.0,Fort Worth
5a62cf5527e8,744b7bab260a21,11/17/2017,Adoption,,Dog,Chocolate/Tan,10.0,Austin
2db91c9f04cc,9cfc9ee3b48f8f,08/12/2019,Adoption,,Cat,Blue Tabby,6.0,Dallas
52956a376e7f,d409c78bbc21e4,03/17/2018,Return to Owner,,Dog,White,40.0,Austin
113327b716a4,d300b1300ebd82,06/02/2018,Adoption,,Cat,Black/White,6.0,Dallas
bb264cfd4a97,d793bfb65bcf35,10/24/2010,Adoption,,Dog,Black/White,29.0,Fort Worth
eb27c296a6e3,faa176ebfd71d1,12/26/2016,Adoption,,Dog,Tricolor,6.0,Dallas
7fd49a5bfcf4,cd89c90c2efa97,07/13/2014,Adoption,,Cat,Black,2.0,San Antonio
ebadccf3623f,3edafd859f05d4,09/22/2014,Adoption,,Dog,Blue Merle,19.0,Houston
175f73d7df0a,5323529dd51549,07/27/2014,Transfer,Partner,Dog,Buff,18.0,Houston
052f662631c5,c4cce6bb181973,09/07/2016,Return to Owner,,Dog,Blue/White,46.0,Houston
7092b6b45b45,16406e3ca6df9e,04/27/2019,Adoption,,Cat,Brown Tabby/White,9.0,Houston
a8d5a862b315,8cb9bc5f203026,10/29/2016,Transfer,Partner,Cat,Black,2.0,Fort Worth
02e04f020857,7913017823890e,06/15/2017,Adoption,,Cat,Black/White,5.0,Austin
3c0f716b3460,cbc2eae594c93f,04/01/2018,Adoption,,Cat,Calico,9.0,Dallas
77641e24fda1,083182370a6ab5,05/06/2014,Transfer,Partner,Cat,Cream Tabby,10.0,Houston
9667edec3ff7,57dbf2734844aa,06/23/2015,Adoption,,Cat,Brown Tabby,2.0,San Antonio
96df952d7010,9d29e6423ea3f3,05/04/2014,Transfer,Partner,Cat,Blue/White,7.0,Austin
55e6f5e01814,eea2dd29a85c83,11/06/2015,Return to Owner,,Dog,Black/White,19.0,San Antonio
e13fe8632c8d,b9fd9163176d8f,04/30/2019,Adoption,,Cat,Orange Tabby,10.0,Fort Worth
85d51559586f,81cb790b06356f,04/22/2016,Transfer,Partner,Dog,Black,11.0,Dallas
3506b4889da7,cb3d8f5a28fe3e,08/12/2013,Adoption,,Cat,Blue Tabby/White,5.0,San Antonio
7add95c67d96,4d1af947ea44ed,03/09/2010,Adoption,Foster,Dog,Tan/White,5.0,Fort Worth
803665d90f00,ca1e7b9917754f,01/07/2016,Adoption,,Dog,Black,39.0,Austin
65ed8aeea517,236e729e788c35,06/13/2017,Transfer,Partner,Dog,Blue/White,30.0,Austin
e316a857c628,6cf51961c91574,12/31/2017,Adoption,,Dog,Red Tick,5.0,San Antonio
a61aae40d871,1bb042a0c9698b,10/19/2007,Transfer,Partner,Cat,Seal Point,4.0,Houston
6c625d07e4d7,eba15f260aac55,11/29/2013,Adoption,,Dog,Brown Brindle/White,47.0,Houston
df2a279d21e9,5b8de67e6c72b2,04/08/2011,Adoption,,Cat,Black,10.0,Austin
6534514b2a15,790b65da46947e,06/05/2019,Adoption,,Dog,Black/Tan,30.0,Dallas
735d17e4585f,54bebe77b99a15,10/07/2007,Transfer,Partner,Dog,Fawn,8.0,Austin
1c63b204dffd,1c7ec0a272b610,09/03/2014,Transfer,Partner,Cat,Blue Tabby,6.0,San Antonio
7fcd2e2c0f8b,84cdf68c7f610a,12/06/2013,Adoption,,Cat,Orange Tabby/White,10.0,Austin
bd6491900224,4203fabff2eb45,01/05/2014,Adoption,,Dog,Brown Brindle/White,14.0,Houston
1735489b12b0,291082527f2582,12/10/2009,Adoption,,Dog,Black/Brown,19.0,San Antonio
725754e8d655,c797626100d962,11/25/2014,Adoption,,Dog,Black/Brown,48.0,San Antonio
780c21ce9fd1,72161ceff57e5b,06/03/2017,Transfer,Partner,Cat,Brown Tabby,9.0,Austin
593b6a333003,114f8ce33d061f,11/02/2019,Transfer,Partner,Dog,White,40.0,Houston
a28bc9d6a236,ec49585ca3b138,06/24/2017,Adoption,,Dog,White/Tan,24.0,Houston
3b29b32bd088,a936d9115cd1e4,03/04/2013,Transfer,Partner,Dog,Fawn/White,45.0,Houston
f87e3bdde4e5,efab634b82034a,07/16/2011,Euthanasia,Suffering,Cat,Black/White,10.0,San Antonio
a4729cc218a0,ab1c85fcedbee3,07/03/2018,Adoption,,Dog,White/Black,37.0,Dallas
dea462cc3072,bbab846e51dbf5,03/18/2018,Adoption,,Cat,Lilac Point,9.0,Austin
03f284dc4a3e,771a254e104521,11/09/2012,Adoption,Foster,Cat,Torbie,2.0,Austin
ead842e5995d,20ccdf237e3b90,06/13/2019,Transfer,Partner,Dog,Buff/White,25.0,San Antonio
b19aab0b3f46,63070fdb9c8a85,12/05/2016,Adoption,,Cat,Orange Tabby,2.0,Fort Worth
36e039b483dc,1756d91c7742f8,09/06/2016,Adoption,Foster,Cat,Brown Tabby/White,10.0,Dallas
aa6dd143410a,efbe16fe5c9870,05/20/2015,Transfer,Partner,Cat,Torbie,3.0,Dallas
181b696df6f3,ba19deb86b8bfe,06/27/2016,Adoption,,Dog,Black,8.0,Austin
01ccbd1e96bf,755b5b374b08d1,04/11/2018,Return to Owner,,Dog,Black/White,12.0,Dallas
2ae400538a68,6e34c13bd2a390,02/02/2014,Adoption,,Dog,White,26.0,Fort Worth
54e4cf6ad078,f25ccb2eb73fa5,04/23/2010,Euthanasia,Suffering,Cat,Black,6.0,Houston
ad13a5e4b22d,d1611a78408c07,04/17/2008,Adoption,,Dog,White,32.0,San Antonio
c46a2aa7e29c,8dab0bdf70bf05,05/21/2015,Adoption,,Cat,White/Brown Tabby,5.0,Austin
3774bccd2a18,8b2aa76468b59b,11/18/2019,Adoption,,Dog,Tan/White,33.0,San Antonio
5d00a2cc411d,a305a935cbbf7a,08/18/2015,Transfer,SCRP,Cat,Brown Tabby/White,7.0,San Antonio
6fb5f67549f2,cad5b38dfce208,07/03/2019,Adoption,Foster,Cat,Orange Tabby,10.0,Houston
04ed6acba3c8,c61a68c5da8ad2,07/31/2012,Return to Owner,,Dog,White,25.0,Houston
4526b785a0aa,50474647caff4d,10/03/2011,Transfer,Partner,Dog,White,23.0,Austin
3dd104cfcbd6,f3e280c837edad,05/17/2020,Transfer,Partner,Dog,Tan/Brown,9.0,Fort Worth
87eb9dd73f34,ceeea453dff1de,05/04/2014,Transfer,Partner,Dog,Brown/White,43.0,Dallas
43a1dc152636,5cff932c0c1f52,06/10/2018,Adoption,,Cat,Black/White,3.0,Dallas
9ec6b3304e2f,ea53d11db12acb,08/08/2013,Adoption,,Cat,Seal Point,5.0,Austin
98af302c244a,6eb54c672466d5,12/18/2011,Euthanasia,Rabies Risk,Dog,Black/White,31.0,Austin
5e6e32350273,2d7df3b35717b3,01/19/2014,Return to Owner,,Dog,Black/Brown,35.0,San Antonio
fdc516739d08,3644cfbf4317c9,05/17/2010,Adoption,,Dog,Black,42.0,Houston
774fd9a8d8b6,111a8ee6073264,11/21/2010,Transfer,Partner,Cat,White/Brown Tabby,9.0,Houston
aba62a0af1de,aab857bc408700,02/08/2017,Adoption,Foster,Dog,Black/White,25.0,San Antonio
3cbdf4501291,b6f0869d3bcf78,10/26/2015,,,Dog,White/Brown,12.0,Austin
bdc3ea121082,1fab84ac3f50e5,07/12/2018,Adoption,,Cat,Blue/White,6.0,Houston
fe3dda7cacd2,8ce06811997e7d,12/05/2014,Adoption,Foster,Dog,Black/Brown,45.0,Houston
678854ec359f,7cbce69a4e4cf3,10/25/2012,Adoption,,Dog,White/Black,40.0,Austin
fbcf394e2089,7407ffd672d460,05/01/2014,Return to Owner,,Dog,Tan/Black,39.0,Houston
fc8c1a6548c3,b001390dffc254,08/17/2019,Adoption,,Dog,Black/Brown,23.0,San Antonio
5b2d43d78824,787d99fa413f6a,11/20/2014,Return to Owner,,Dog,Black,29.0,Dallas
476197239400,5ff37be8e1755b,03/02/2008,Adoption,,Dog,Red/White,19.0,Austin
33bf3a46486f,fe64df292abc5f,11/03/2013,Adoption,,Dog,Tan,46.0,Houston
c5d5f5763b7e,e3991e3720675c,01/12/2012,Adoption,,Dog,Sable,36.0,Austin
5506f8f3cfab,404fb0847e9b4d,12/24/2013,Adoption,,Dog,Buff,36.0,Austin
8ef21303f15e,fb1118afc1a41d,12/03/2018,Adoption,,Dog,Tan,29.0,Austin
a43eeb1daca4,e4b69448caa0e9,07/18/2016,Transfer,Partner,Cat,Black,5.0,Austin
f011bfc2ccce,d51dcc931ddd79,04/24/2017,Adoption,,Dog,Black,29.0,Austin
ddf99165ca96,4789c8c4673988,04/04/2018,Adoption,Foster,Cat,Brown Tabby,9.0,Dallas
ba787ad6cb07,05a357115d3fbb,05/14/2016,Adoption,,Cat,Black/White,10.0,Dallas
943ce325db1b,f1359cf6f3b61a,07/11/2018,Return to Owner,,Dog,Black,22.0,Dallas
b00a956ef09f,9ddc11771f3024,06/18/2013,Return to Owner,,Dog,Red/White,49.0,Houston
79576fec300c,1774c26b4c88cd,05/12/2015,Transfer,Partner,Cat,Brown Tabby/White,7.0,Austin
e850a087eee6,c9dba1c1d37f97,01/17/2015,Adoption,,Dog,Black Brindle,20.0,San Antonio
521923888cde,0505f0c2d1959f,05/04/2018,Adoption,,Dog,Black,3.0,Fort Worth
3710730a053b,ca521348e00f8e,11/07/2011,Transfer,Partner,Cat,Black,7.0,San Antonio
378e800ba17c,65f58605671b23,05/25/2014,Transfer,Partner,Bird,Yellow/Black,0.76,Houston
cbd4439424e3,b6a11ab39d071d,09/24/2013,Adoption,,Dog,Black/White,23.0,Houston
025d690f4a67,39d5ff8cc7645b,08/05/2016,Adoption,,Cat,Black/White,2.0,Austin
1c6d00eb9e6e,8c5bc794d1a1a6,07/07/2014,Adoption,,Dog,Tricolor,11.0,Houston
6f89bf033f32,489a31f3e03ef5,05/08/2011,Adoption,,Dog,Black/White,29.0,San Antonio
2f62f7e6df7e,6b1e708ba38749,04/03/2015,Euthanasia,Suffering,Cat,Black,8.0,Fort Worth
8314176ca005,db69a74178ee04,08/05/2014,Transfer,Snr,Cat,Calico,3.0,Austin
e87c9741be7b,79e04e0200ded2,06/30/2001,Return to Owner,,Dog,Tan,7.0,Fort Worth
0759ee553e15,04313ba3e65e07,03/21/2009,Adoption,,Cat,Black/White,10.0,San Antonio
56a187f59b14,032700fbed1b45,09/12/2016,Adoption,,Dog,Brown,49.0,Houston
1adbe2ea1729,44978fb34a69ee,09/01/2013,Return to Owner,,Dog,Black/Brown,37.0,Fort Worth
1ef907b254da,e42d74cc744e5f,04/10/2004,Return to Owner,,Dog,White,27.0,Houston
a350baf00f1c,ea6a1a58fbffee,03/14/2017,Adoption,,Cat,Brown Tabby/White,2.0,Austin
ddb6d551705c,2b4b48ba3d9506,03/12/2018,Return to Owner,,Dog,Brown/White,45.0,Houston
e22c0b686336,9b8b0c509dfeeb,02/08/2013,Adoption,,Dog,White/Tan,47.0,Austin
af5a08373493,bc69c0ce8d7b2d,11/12/2011,Adoption,,Dog,Black/White,32.0,San Antonio
e55fbd70ce7f,51192c69c2c359,04/18/2014,Adoption,,Dog,Black Brindle,10.0,Austin
8f89d9aab329,a8e68cd236c3a6,06/01/2014,Transfer,Partner,Dog,Chocolate,9.0,Dallas
07ddf7406cfb,2cccb78c2fc937,02/19/2019,Transfer,Partner,Dog,Black/Tan,35.0,Austin
1a1bea64e931,72264f7714b882,05/23/2019,Transfer,Partner,Cat,Brown Tabby,4.0,Austin
ec3c9a5779b3,366e7b655ed9dd,04/01/2018,Adoption,,Dog,Fawn,19.0,Houston
006736c483c1,5310d7b5a846e6,08/19/2019,Euthanasia,Suffering,Cat,White/Gray,7.0,Dallas
c14c483c75cd,5cebb330acdb87,04/23/2010,Adoption,,Cat,Seal Point,6.0,San Antonio
76ec4636b899,42a6a6095332ea,04/03/2016,Adoption,Foster,Cat,Torbie,3.0,Austin
9bc927a87cac,e0aa420d0686ed,01/18/2016,Return to Owner,,Dog,White,31.0,San Antonio
88f4d74771bf,9115a4374bfa93,06/21/2019,Adoption,Foster,Cat,Brown Tabby,6.0,Fort Worth
9033a20e0507,d3940bf6bf52ab,11/05/2016,Transfer,Partner,Dog,Tan/White,47.0,Houston
bafb7d6b238f,3d4b7115884f9d,03/22/2014,Adoption,,Cat,Black,4.0,Fort Worth
4fd76ecc920c,75010da14531cc,07/31/2009,Adoption,,Cat,Black,9.0,Dallas
abb6d213e0eb,12e54aebf4d7a8,02/18/2013,Adoption,,Dog,Brown Brindle,49.0,Austin
8bd7e7c9fad6,7e0f30b275d332,11/02/2004,Return to Owner,,Dog,Yellow,16.0,Houston
f5d6e630bc40,3059433e02de75,12/15/2013,Return to Owner,,Dog,Brown Merle/White,4.0,San Antonio
114e88af9b1c,0d904c7de94d66,03/19/2016,Adoption,Foster,Cat,Brown Tabby/White,10.0,Houston
b47fa7716c69,a55df170dc7a18,06/26/2020,Adoption,Foster,Cat,Black,5.0,Austin
500ab1725650,3887e84e982126,11/24/2015,Adoption,,Dog,Brown Brindle/White,38.0,Austin
49e8b6897b1a,52648726d811ec,06/25/2015,Died,In Kennel,Cat,Black,5.0,Austin
a9bf2ddeec4f,94c585c13810d0,04/16/2017,Adoption,,Cat,Torbie,6.0,Austin
646451e6568e,4a4f91bcfa76e7,07/18/2016,Transfer,Partner,Cat,Black,9.0,San Antonio
303499c00044,4c19cd62102317,07/26/2015,Transfer,Partner,Dog,Black/Tricolor,36.0,Houston
8ab33f63b1ff,016a1ef675908d,09/25/2019,Adoption,,Dog,Black/White,44.0,Austin
271ae0195ced,59f80beffafbb1,06/21/2014,Died,In Foster,Dog,Brown/Black,36.0,San Antonio
1515217924a5,c914971333e164,08/06/2011,Transfer,Partner,Cat,Blue/White,8.0,Austin
c037488cc46b,d56a73cb15a7fc,12/27/2014,Return to Owner,,Dog,Black/Brown,4.0,Houston
bee68ba8cac5,b438bab44a3ed9,12/12/2013,Adoption,Foster,Dog,White,14.0,Houston
0c19e749e226,e84d7c92e40908,10/21/2000,Adoption,Foster,Cat,Black/White,3.0,Houston
473c2537afd8,197e53a2815733,07/25/2013,Transfer,Partner,Dog,Tan/White,39.0,San Antonio
e010df789a0b,3761c1e9f1371e,10/28/2011,Return to Owner,,Dog,White,39.0,San Antonio
60dc194e2848,be7e897962bab1,09/15/2009,Adoption,,Dog,White/Brown,10.0,Dallas
f66a4e766591,8e43afed77990b,08/21/2013,Adoption,,Cat,Black/White,2.0,Austin
8d8cc09d102d,c29023480c8f70,11/22/2015,Adoption,,Dog,Tan,8.0,Dallas
271f03e85f88,f3c1abc82e910e,03/21/2012,Transfer,SCRP,Cat,Orange Tabby/White,7.0,San Antonio
8b6ee2e2d99a,5465b196f0d010,04/17/2014,Adoption,,Dog,Black,31.0,Dallas
40f336039406,bd7f072c0bd40b,04/09/2004,Transfer,Partner,Cat,White/Tan,7.0,Austin
c63d93e1bc12,9706ad56798d9f,03/04/2012,Adoption,,Cat,Blue/White,5.0,San Antonio
23974e15c6e6,e1ac9b5751e6a4,04/15/2014,Died,,Cat,Brown Tabby,8.0,San Antonio
00fb65146bc9,ebe047554147d6,03/14/2018,Adoption,,Dog,Black/Tricolor,11.0,San Antonio
